 Omnivariance, Eigenentropy, Anisotropy, Linearity, Surface Variation, Class
0.1644,0.8599,-3.866,-1.288,0.5967,0
0.1637,0.8587,-3.705,-1.159,0.5983,0
0.1494,0.8277,-4.089,-1.121,0.6198,0
0.1391,0.7942,-4.277,-0.6384,0.6667,0
0.1098,0.7174,-5.895,-0.677,0.7203,0
0.1393,0.7868,-5.2,-0.8281,0.6867,2
0.1476,0.8337,-2.271,-0.4053,0.5763,2
0.1421,0.8251,-2.456,-0.8302,0.5498,2
0.1018,0.7032,-3.067,-0.3032,0.6385,2
0.06981,0.6206,-11.58,-4.462,0.6607,2
0.07161,0.6218,-9.31,-3.938,0.6345,2
0.07136,0.6283,-9.088,-5.627,0.5695,2
0.06636,0.6065,-9.676,-5.531,0.5864,2
0.07059,0.6138,-7.537,-4.072,0.5844,2
0.06609,0.6066,-10.24,-5.552,0.5981,2
0.06282,0.5773,-7.679,-4.101,0.5872,2
0.06575,0.6001,-9.635,-4.75,0.6117,2
0.07448,0.6419,-8.598,-5.91,0.5482,2
0.07171,0.6254,-7.984,-5.256,0.5532,2
0.07313,0.6219,-6.887,-3.782,0.577,2
0.07458,0.6339,-7.618,-4.54,0.5685,2
0.07203,0.6143,-7.034,-3.154,0.6092,2
0.06943,0.625,-10.94,-5.945,0.6005,2
0.07029,0.6146,-8.526,-3.993,0.6138,2
0.06975,0.6186,-8.71,-5.277,0.5716,2
0.0707,0.6268,-10.07,-5.467,0.5971,2
0.07268,0.6259,-9.355,-3.832,0.6397,2
0.06701,0.6087,-11.02,-4.716,0.6415,2
0.06884,0.6108,-8.639,-4.503,0.5971,2
0.07565,0.6478,-9.417,-5.701,0.575,2
0.08,0.6504,-6.916,-3.647,0.5837,2
0.07428,0.6288,-7.363,-3.88,0.5872,2
0.07447,0.6439,-8.988,-6.167,0.5502,2
0.06993,0.626,-10.21,-6.007,0.5833,2
0.07034,0.6288,-9.276,-6.79,0.539,2
0.06799,0.6098,-8.993,-4.942,0.5901,2
0.07426,0.6321,-8.804,-3.93,0.6231,2
0.06902,0.6124,-7.843,-5.158,0.5527,2
0.06992,0.6199,-8.871,-5.305,0.5747,2
0.06938,0.6098,-7.577,-4.381,0.5734,2
0.07481,0.6353,-8.491,-4.217,0.6042,2
0.06746,0.6052,-8.321,-4.862,0.576,2
0.06861,0.6058,-8.359,-3.814,0.6168,2
0.07209,0.6173,-8.232,-3.118,0.6433,2
0.06815,0.6018,-6.67,-4.514,0.5408,2
0.06979,0.6173,-8.452,-5.082,0.5717,2
0.0645,0.5858,-8.427,-3.629,0.6261,2
0.06901,0.6003,-7.604,-2.755,0.6441,2
0.06107,0.5683,-9.276,-2.869,0.6785,2
0.05762,0.5532,-10.3,-2.653,0.7084,2
0.06351,0.5734,-7.862,-2.305,0.6731,2
0.06768,0.5952,-7.451,-3.035,0.6267,2
0.06324,0.5783,-9.139,-2.871,0.6755,2
0.0692,0.5996,-7.21,-2.659,0.638,2
0.06969,0.6088,-8.622,-3.331,0.6435,2
0.06593,0.5898,-8.147,-3.182,0.6383,2
0.06694,0.5892,-8.092,-2.142,0.687,2
0.06784,0.593,-7.804,-2.255,0.6742,2
0.0637,0.572,-7.397,-2.101,0.6719,2
0.06279,0.5724,-8.883,-2.177,0.7029,2
0.06729,0.595,-9.201,-2.5,0.6939,2
0.0598,0.551,-7.63,-0.9082,0.748,2
0.06036,0.5488,-6.245,-0.6869,0.7295,2
0.06686,0.5801,-6.275,-1.353,0.6845,2
0.06313,0.5694,-8.173,-1.525,0.7224,2
0.04939,0.5175,-14.11,-1.007,0.834,2
0.05569,0.5637,-17.45,-4.23,0.7476,2
0.05588,0.5739,-21.38,-5.391,0.7517,2
0.06339,0.5939,-19.35,-3.656,0.7825,2
0.05657,0.5727,-25.06,-4.347,0.8042,2
0.05506,0.565,-21.75,-4.274,0.7839,2
0.0603,0.5941,-28.89,-5.65,0.7962,2
0.06525,0.6128,-23.31,-5.499,0.7643,2
0.0601,0.5881,-27.12,-4.795,0.8054,2
0.05697,0.5737,-24.86,-4.267,0.8049,2
0.06095,0.5925,-24.65,-4.859,0.789,2
0.07475,0.643,-20.86,-5.204,0.7521,2
0.07149,0.6362,-28.62,-6.704,0.7729,2
0.07039,0.6352,-30.6,-7.273,0.7731,2
0.07656,0.6498,-29.97,-7.138,0.7722,2
0.06999,0.6419,-37.93,-9.654,0.7696,2
0.07034,0.6429,-23.26,-7.43,0.7201,2
0.08635,0.687,-14.67,-5.45,0.6778,2
0.09194,0.701,-20.5,-6.762,0.7104,2
0.0854,0.7137,-30.52,-14.05,0.6626,2
0.09107,0.7306,-21.49,-12.37,0.6101,2
0.06833,0.7111,-45.5,-37.25,0.5423,2
0.07754,0.7075,-39.51,-19.84,0.6497,2
0.06534,0.6377,-52.31,-13.57,0.7739,2
0.06508,0.6557,-48.8,-16.86,0.7253,2
0.04819,0.5456,-56.67,-6.53,0.8712,2
0.04315,0.5215,-59.91,-5.34,0.8924,2
0.041,0.5032,-37.05,-2.861,0.8867,2
0.0477,0.5517,-38.65,-6.979,0.8154,2
0.04828,0.5392,-35.71,-4.173,0.856,2
0.05021,0.5467,-34.34,-4.2,0.8508,2
0.0511,0.5571,-33.53,-5.316,0.8252,2
0.05674,0.5855,-30.61,-6.399,0.7901,2
0.05256,0.5564,-27.01,-4.266,0.8172,2
0.04731,0.5257,-24.78,-2.901,0.8402,2
0.04787,0.5274,-21.47,-3.438,0.8051,2
0.05621,0.5632,-17.96,-3.502,0.7751,2
0.06162,0.6055,-19,-7.042,0.6887,2
0.06512,0.6333,-23.09,-9.48,0.6773,2
0.05867,0.5967,-21.88,-7.563,0.7052,2
0.06078,0.5999,-19.3,-6.566,0.7032,2
0.06862,0.6129,-12.71,-3.763,0.704,2
0.05818,0.5897,-18.82,-7.139,0.6844,2
0.05638,0.5968,-23.3,-10.22,0.6654,2
0.05514,0.5896,-26.82,-9.074,0.7153,2
0.0602,0.5921,-19.5,-5.453,0.7334,2
0.05773,0.5971,-21.99,-8.768,0.681,2
0.05669,0.5874,-18.72,-8.582,0.6508,2
0.05992,0.5909,-14.77,-6.779,0.6424,2
0.05454,0.5649,-18.25,-5.581,0.7175,2
0.05861,0.5814,-13.86,-6.446,0.6376,2
0.05552,0.5855,-18.81,-9.824,0.6263,2
0.0561,0.5744,-17.96,-6.117,0.7002,2
0.05165,0.5465,-15.66,-5.957,0.6767,2
0.0545,0.5698,-16.62,-7.74,0.644,2
0.05215,0.5472,-14.45,-6.138,0.6549,2
0.05782,0.584,-16.06,-7.142,0.6512,2
0.0554,0.5593,-14.29,-4.739,0.6941,2
0.05484,0.5735,-16.3,-8.484,0.6227,2
0.05427,0.5567,-14.35,-5.6,0.6689,2
0.05825,0.585,-16.6,-6.619,0.6712,2
0.06228,0.625,-21.75,-10.74,0.6409,2
0.05914,0.5887,-16.69,-6.418,0.6776,2
0.06468,0.63,-18.35,-9.987,0.6175,2
0.06299,0.6157,-16.08,-8.942,0.6095,2
0.06431,0.6204,-17.4,-8.111,0.6454,2
0.06765,0.6346,-16.96,-8.142,0.6391,2
0.06703,0.6262,-15.61,-7.085,0.6464,2
0.06737,0.6406,-16.23,-10.36,0.5823,2
0.07848,0.6621,-11.73,-5.685,0.6235,2
0.06767,0.6321,-15.33,-7.92,0.6222,2
0.0642,0.6338,-21.1,-10.96,0.6304,2
0.06925,0.6388,-18.97,-7.351,0.6811,2
0.06729,0.6265,-15.02,-7.045,0.6391,2
0.06236,0.6151,-18.04,-8.865,0.6367,2
0.0673,0.6395,-15.64,-10.37,0.5735,2
0.06871,0.6387,-13.49,-9.203,0.564,2
0.06569,0.6334,-16.94,-10.15,0.5963,2
0.07032,0.6377,-16.92,-6.452,0.6795,2
0.07021,0.6381,-15.19,-6.852,0.6465,2
0.05841,0.6144,-25.91,-11.97,0.6583,2
0.05862,0.6084,-25.93,-9.936,0.6929,2
0.05749,0.5938,-21.62,-8.284,0.6875,2
0.06848,0.6274,-13.56,-6.472,0.6322,2
0.06057,0.6202,-23.24,-11.28,0.6459,2
0.115,0.7629,-4.005,-2.888,0.5059,0
0.154,0.8605,-1.882,-1.274,0.4681,0
0.1796,0.9002,-2.334,-0.7178,0.5509,0
0.1764,0.8966,-2.274,-0.7537,0.5432,0
0.1775,0.8965,-2.338,-0.708,0.5521,0
0.1684,0.8825,-2.441,-0.9413,0.5391,0
0.1744,0.8892,-2.654,-0.9089,0.5568,0
0.1707,0.8806,-2.602,-0.7378,0.5682,0
0.168,0.8778,-2.589,-0.8234,0.5597,0
0.1718,0.8868,-2.47,-0.8495,0.5491,0
0.1717,0.8831,-2.52,-0.702,0.5657,0
0.1694,0.8808,-2.554,-0.8285,0.5568,0
0.1749,0.8914,-2.266,-0.6041,0.5563,0
0.1716,0.8872,-2.554,-0.984,0.5436,0
0.1813,0.903,-2.638,-1.058,0.5433,0
0.1678,0.8794,-2.353,-0.7228,0.5518,0
0.1715,0.8881,-2.444,-0.947,0.5389,0
0.1713,0.8901,-2.188,-0.8361,0.5292,0
0.1799,0.8956,-2.567,-0.7035,0.5689,0
0.1764,0.8965,-2.432,-0.9176,0.5405,0
0.1731,0.8894,-2.456,-0.8569,0.5474,0
0.168,0.8742,-2.812,-0.8327,0.5737,0
0.1694,0.8854,-2.313,-0.8844,0.5346,0
0.1689,0.883,-2.345,-0.8134,0.5432,0
0.168,0.8725,-2.855,-0.787,0.5804,0
0.1717,0.889,-2.179,-0.6999,0.5407,0
0.1695,0.8746,-3.095,-0.9673,0.5798,0
0.1689,0.8731,-2.948,-0.8261,0.5828,0
0.1691,0.8833,-2.418,-0.8833,0.5425,0
0.1717,0.8884,-2.517,-1.01,0.5389,0
0.1712,0.8911,-2.274,-1.027,0.5196,0
0.1711,0.8891,-2.277,-0.8772,0.5324,0
0.1722,0.8904,-2.307,-0.8639,0.5359,0
0.1727,0.8888,-2.524,-0.9255,0.5464,0
0.1679,0.8718,-3.113,-0.9825,0.5797,0
0.1709,0.8813,-2.605,-0.7554,0.5668,0
0.17,0.8869,-2.39,-1.004,0.5302,0
0.1719,0.8761,-3.011,-0.7957,0.5893,0
0.1737,0.8939,-2.325,-0.9413,0.5306,0
0.1679,0.8851,-2.207,-0.9817,0.5182,0
0.1671,0.8812,-2.297,-0.875,0.5342,0
0.1688,0.8808,-2.558,-0.8892,0.5518,0
0.1668,0.8816,-2.279,-0.9413,0.5271,0
0.1695,0.8746,-2.932,-0.8385,0.5808,0
0.1809,0.8993,-2.342,-0.5849,0.5639,0
0.1706,0.8872,-2.413,-0.965,0.5351,0
0.1717,0.885,-2.453,-0.7374,0.5578,0
0.1746,0.8941,-2.278,-0.7971,0.5396,0
0.1805,0.901,-2.375,-0.7326,0.5526,0
0.1702,0.8845,-2.502,-0.9191,0.5454,0
0.1744,0.8935,-2.257,-0.7566,0.5416,0
0.1688,0.8816,-2.545,-0.9345,0.5471,0
0.1688,0.8824,-2.385,-0.8276,0.5449,0
0.1685,0.8863,-2.247,-1.018,0.5183,0
0.1683,0.8858,-2.229,-0.9948,0.5188,0
0.1722,0.8868,-2.495,-0.8278,0.5528,0
0.1668,0.8814,-2.403,-1.055,0.527,0
0.1719,0.8756,-3.02,-0.7815,0.5911,0
0.1716,0.8907,-2.116,-0.7641,0.5299,0
0.1687,0.8789,-2.564,-0.8009,0.5599,0
0.1736,0.8895,-2.381,-0.7358,0.5527,0
0.1703,0.8877,-2.279,-0.8851,0.5319,0
0.1649,0.8708,-2.945,-1.065,0.5628,0
0.17,0.8837,-2.49,-0.8714,0.5486,0
0.1691,0.8829,-2.299,-0.735,0.5468,0
0.1723,0.8892,-2.431,-0.9017,0.5418,0
0.172,0.8884,-2.393,-0.8537,0.5432,0
0.1723,0.8843,-2.631,-0.8118,0.5636,0
0.1693,0.881,-2.536,-0.8258,0.5558,0
0.1723,0.8905,-2.272,-0.8302,0.5362,0
0.1678,0.8729,-2.941,-0.896,0.5764,0
0.1679,0.8802,-2.571,-0.9791,0.5452,0
0.1777,0.8937,-2.396,-0.6165,0.5648,0
0.1713,0.8894,-2.268,-0.8667,0.5327,0
0.1688,0.8855,-2.203,-0.8637,0.5279,0
0.1716,0.8904,-2.258,-0.8831,0.5306,0
0.1718,0.889,-2.398,-0.9129,0.5384,0
0.1745,0.8933,-2.269,-0.7517,0.543,0
0.1662,0.8794,-2.35,-0.9229,0.534,0
0.1683,0.8859,-2.213,-0.9856,0.5183,0
0.17,0.8801,-2.745,-0.9076,0.563,0
0.1727,0.8888,-2.452,-0.8492,0.5478,0
0.166,0.8715,-2.973,-1.019,0.5682,0
0.1804,0.8991,-2.489,-0.7548,0.5588,0
0.1715,0.886,-2.4,-0.7608,0.5519,0
0.1644,0.8681,-3.006,-1.014,0.5706,0
0.1699,0.884,-2.412,-0.8338,0.5463,0
0.1672,0.8808,-2.254,-0.7889,0.5385,0
0.1707,0.8865,-2.365,-0.8438,0.5419,0
0.1756,0.8863,-2.759,-0.7624,0.5764,0
0.1725,0.8921,-2.174,-0.808,0.5306,0
0.1693,0.8854,-2.384,-0.9777,0.5319,0
0.169,0.8772,-2.754,-0.8532,0.5682,0
0.1713,0.8896,-2.288,-0.9073,0.5308,0
0.1782,0.8949,-2.544,-0.7699,0.5613,0
0.1749,0.8955,-2.341,-0.9301,0.5328,0
0.1722,0.877,-3.162,-0.9432,0.5858,0
0.1737,0.8919,-2.352,-0.8359,0.5417,0
0.1729,0.8883,-2.59,-0.942,0.5496,0
0.1732,0.8897,-2.447,-0.8526,0.5472,0
0.1681,0.8803,-2.491,-0.8815,0.5478,0
0.175,0.8922,-2.384,-0.7503,0.5517,0
0.177,0.8926,-2.623,-0.8345,0.561,0
0.1744,0.8836,-2.677,-0.6568,0.5805,0
0.1698,0.8853,-2.26,-0.7696,0.5407,0
0.1668,0.8681,-3.224,-0.9807,0.5863,0
0.171,0.8873,-2.442,-0.9443,0.539,0
0.1717,0.8844,-2.607,-0.8491,0.5587,0
0.1725,0.8884,-2.52,-0.9223,0.5464,0
0.1682,0.8853,-2.23,-0.956,0.5222,0
0.1719,0.8876,-2.356,-0.7739,0.5475,0
0.1689,0.8817,-2.467,-0.8473,0.549,0
0.1743,0.8904,-2.479,-0.8192,0.5524,0
0.1698,0.8736,-3.164,-0.9584,0.5846,0
0.1701,0.8834,-2.493,-0.8475,0.5509,0
0.1687,0.8783,-2.655,-0.8425,0.5625,0
0.1723,0.8839,-2.623,-0.7874,0.5652,0
0.1699,0.8727,-3.119,-0.8708,0.5893,0
0.1684,0.8861,-2.24,-1.017,0.5179,0
0.1773,0.8927,-2.522,-0.7199,0.5643,0
0.1699,0.8882,-2.208,-0.9163,0.5238,0
0.1709,0.8876,-2.419,-0.961,0.5359,0
0.1683,0.8758,-2.629,-0.7301,0.5707,0
0.167,0.8692,-3.143,-0.9532,0.5838,0
0.1702,0.8844,-2.45,-0.8544,0.5472,0
0.1718,0.8844,-2.751,-0.9784,0.5574,0
0.1725,0.8915,-2.258,-0.8488,0.5335,0
0.1715,0.8898,-2.276,-0.8837,0.5318,0
0.173,0.8903,-2.322,-0.7867,0.5438,0
0.1636,0.8702,-2.599,-0.8739,0.556,0
0.1663,0.8752,-2.646,-0.9114,0.556,0
0.1711,0.882,-2.782,-0.9353,0.5631,0
0.1683,0.8869,-2.158,-1.017,0.5115,0
0.1689,0.8748,-3.114,-1.048,0.5744,0
0.1701,0.8858,-2.463,-0.9692,0.5384,0
0.1682,0.8797,-2.531,-0.8645,0.5521,0
0.1691,0.8868,-2.21,-0.9195,0.5237,0
0.1729,0.8913,-2.283,-0.8217,0.5378,0
0.1669,0.873,-2.996,-1.038,0.5681,0
0.1826,0.9104,-1.975,-0.6151,0.5322,0
0.166,0.8751,-2.704,-0.9994,0.5526,0
0.1724,0.8919,-2.139,-0.766,0.5316,0
0.172,0.8871,-2.48,-0.8554,0.5493,0
0.1726,0.8842,-2.488,-0.6514,0.5681,0
0.1712,0.8819,-2.51,-0.6816,0.5669,0
0.1766,0.8928,-2.571,-0.8282,0.558,0
0.1706,0.8841,-2.463,-0.8107,0.552,0
0.1751,0.8937,-2.373,-0.8127,0.5453,0
0.1748,0.889,-2.594,-0.8033,0.5618,0
0.1682,0.8846,-2.161,-0.8286,0.5278,0
0.174,0.884,-2.668,-0.6982,0.5762,0
0.1709,0.8856,-2.381,-0.7833,0.5485,0
0.1656,0.882,-2.174,-1.087,0.5069,0
0.1787,0.8983,-2.177,-0.5421,0.5555,0
0.1693,0.8731,-3.08,-0.9021,0.5844,0
0.1706,0.8744,-3.088,-0.8752,0.5871,0
0.1781,0.8897,-2.599,-0.6034,0.5803,0
0.1692,0.8833,-2.343,-0.8012,0.5441,0
0.1754,0.8927,-2.484,-0.8455,0.5505,0
0.1722,0.8905,-2.289,-0.8567,0.5352,0
0.1668,0.8741,-2.784,-0.9176,0.5647,0
0.1734,0.8826,-2.671,-0.6841,0.5776,0
0.1797,0.8967,-2.791,-0.9978,0.5584,0
0.1829,0.8993,-2.855,-0.9505,0.5664,0
0.1674,0.8789,-2.645,-1.022,0.5467,0
0.1691,0.882,-2.321,-0.7059,0.5511,0
0.1695,0.8866,-2.278,-0.9167,0.5292,0
0.1666,0.8813,-2.439,-1.113,0.5249,0
0.1717,0.8869,-2.568,-0.971,0.5456,0
0.1811,0.9017,-2.653,-1.014,0.548,0
0.1696,0.8724,-3.1,-0.8697,0.5883,0
0.1702,0.8867,-2.468,-1.04,0.5329,0
0.1641,0.8647,-3.297,-1.099,0.581,0
0.1699,0.8856,-2.307,-0.8247,0.5393,0
0.1694,0.8819,-2.478,-0.8178,0.5524,0
0.1717,0.8821,-2.645,-0.7632,0.5688,0
0.1747,0.8865,-2.606,-0.7075,0.5711,0
0.1674,0.8822,-2.311,-0.9244,0.531,0
0.1684,0.8761,-2.675,-0.7744,0.5698,0
0.1695,0.8827,-2.517,-0.8893,0.549,0
0.1733,0.8857,-2.684,-0.8522,0.5637,0
0.1667,0.8706,-3.094,-1.002,0.577,0
0.1722,0.8844,-2.49,-0.6931,0.5644,0
0.1739,0.8891,-2.521,-0.8206,0.5552,0
0.1645,0.8675,-2.996,-0.9656,0.574,0
0.1697,0.8805,-2.541,-0.7645,0.5616,0
0.1756,0.8928,-2.453,-0.8027,0.552,0
0.1703,0.8848,-2.445,-0.8689,0.5456,0
0.1798,0.901,-2.34,-0.7477,0.5487,0
0.1735,0.8902,-2.44,-0.8457,0.5473,0
0.1695,0.8776,-2.688,-0.765,0.5715,0
0.1652,0.8698,-3.018,-1.037,0.5695,0
0.1722,0.8872,-2.502,-0.8672,0.5498,0
0.1718,0.8895,-2.348,-0.9012,0.5358,0
0.1745,0.8958,-2.257,-0.9037,0.5287,0
0.1683,0.8832,-2.445,-1.007,0.5339,0
0.1773,0.8942,-2.451,-0.7207,0.5592,0
0.1755,0.889,-2.661,-0.8087,0.5659,0
0.1695,0.8865,-2.105,-0.734,0.5318,0
0.1732,0.8878,-2.556,-0.8415,0.5558,0
0.1642,0.8669,-3.101,-1.051,0.5734,0
0.1708,0.881,-2.795,-0.9232,0.5649,0
0.1673,0.884,-2.362,-1.165,0.5151,0
0.1652,0.8673,-3.143,-1.009,0.5793,0
0.1745,0.8937,-2.439,-0.9548,0.5378,0
0.1523,0.8528,-3.274,-2.027,0.5149,0
0.09166,0.7548,-29.15,-23.51,0.5416,3
0.1077,0.7713,-13.28,-10.99,0.5236,3
0.1257,0.8015,-7.26,-6.052,0.5064,3
0.1182,0.7824,-8.519,-5.807,0.5494,3
0.09876,0.7263,-11.6,-5.433,0.6289,3
0.07888,0.716,-32.48,-20.19,0.6014,3
0.08219,0.6993,-21.59,-10.75,0.6392,3
0.1013,0.7283,-9.294,-4.263,0.6217,3
0.09504,0.718,-9.643,-5.619,0.5828,3
0.08215,0.6722,-11.71,-5.097,0.6417,3
0.07951,0.6956,-22.77,-11.99,0.6296,3
0.09533,0.7171,-18.12,-7.094,0.6777,3
0.1065,0.7392,-10.05,-4.132,0.6432,3
0.09681,0.717,-8.287,-4.461,0.5897,3
0.1015,0.7243,-7.116,-3.321,0.604,3
0.08541,0.6664,-9.874,-2.782,0.6945,3
0.07078,0.6481,-19.88,-8.006,0.6761,3
0.08202,0.6673,-15.11,-4.678,0.707,3
0.09045,0.6893,-10.95,-3.683,0.6777,3
0.08952,0.6956,-8.902,-4.88,0.59,3
0.08336,0.6725,-10.27,-4.516,0.6336,3
0.08568,0.6825,-11.98,-4.833,0.6551,3
0.08702,0.6999,-18.32,-7.674,0.6664,3
0.101,0.7261,-10.65,-4.415,0.6449,3
0.09055,0.695,-10.52,-4.285,0.6471,3
0.1123,0.7592,-6.714,-3.831,0.5695,3
0.1152,0.7749,-7.838,-5.578,0.5384,3
0.1021,0.7652,-16.98,-14.48,0.5217,3
0.1077,0.7678,-20.08,-12.41,0.594,3
0.1157,0.7843,-13.97,-9.92,0.5567,3
0.1216,0.7925,-11.28,-7.718,0.5582,3
0.1245,0.8022,-9.127,-8.155,0.4993,3
0.1101,0.7686,-10.47,-7.673,0.5426,3
0.0971,0.7594,-23.85,-18.28,0.5506,3
0.1088,0.7721,-21.01,-13.57,0.5857,3
0.1273,0.8008,-12.37,-8.091,0.5699,3
0.137,0.8179,-10.52,-7.211,0.5558,3
0.03925,0.4955,-31.09,-4.486,0.8319,3
0.03974,0.4868,-24.88,-2.277,0.8582,3
0.0312,0.4528,-34.08,-0.9004,0.9236,3
0.02996,0.4477,-38.04,-1.549,0.9167,3
0.03508,0.4742,-36.42,-2.604,0.8905,3
0.03836,0.5009,-39.67,-5.627,0.8421,3
0.04186,0.5088,-30.68,-4.258,0.835,3
0.03576,0.4718,-30.41,-2.009,0.8868,3
0.02962,0.4385,-26.56,-0.4146,0.9195,3
0.03836,0.4767,-21.34,-0.5226,0.8985,3
0.04067,0.4975,-30.27,-2.565,0.8726,3
0.04169,0.5057,-30.32,-3.61,0.8481,3
0.04428,0.5148,-28.19,-3.043,0.8527,3
0.0355,0.4709,-30.88,-1.234,0.9079,3
0.03017,0.4455,-28.62,-0.3208,0.9274,3
0.03327,0.4683,-42.08,-2.229,0.9106,3
0.0403,0.5071,-40.22,-4.265,0.8681,3
0.03942,0.5026,-40.01,-4.229,0.8681,3
0.03906,0.4942,-34.55,-3.109,0.8743,3
0.033,0.4589,-29.18,-0.54,0.9224,3
0.0308,0.4519,-36.85,-1.297,0.9199,3
0.03419,0.4688,-36.12,-2.16,0.8992,3
0.04016,0.5082,-38.01,-5.159,0.8449,3
0.04206,0.5044,-27.96,-3.245,0.8467,3
0.03763,0.4799,-28.53,-2.265,0.8738,3
0.02838,0.4401,-37.61,-1.024,0.9274,3
0.09793,0.7398,-23.86,-11.8,0.6429,3
0.1023,0.752,-15.02,-9.285,0.5866,3
0.1032,0.7539,-10.8,-8.517,0.5287,3
0.09928,0.7387,-8.496,-7.87,0.4903,3
0.1003,0.7434,-11.06,-7.765,0.5525,3
0.08957,0.7099,-13.2,-7.441,0.6007,3
0.0928,0.713,-10.79,-6.007,0.5955,3
0.1001,0.7293,-8.959,-4.885,0.5913,3
0.09408,0.7107,-8.524,-4.884,0.5804,3
0.09551,0.7212,-9.519,-5.974,0.5688,3
0.0885,0.7065,-12.9,-7.443,0.5955,3
0.07586,0.6847,-23.53,-12.29,0.632,3
0.08507,0.7019,-17.32,-8.954,0.6258,3
0.09236,0.711,-10.74,-5.891,0.5981,3
0.09836,0.7152,-6.636,-3.407,0.5855,3
0.1097,0.7516,-7.128,-3.809,0.5832,3
0.1016,0.7366,-10.54,-5.599,0.6029,3
0.08896,0.7164,-15.58,-9.43,0.5919,3
0.07723,0.6995,-21.82,-15.75,0.5625,3
0.09483,0.7352,-12.58,-9.941,0.5321,3
0.1032,0.7557,-10.26,-9.468,0.4954,3
0.1112,0.7758,-11.65,-9.355,0.527,3
0.03061,0.4518,-38.59,-1.647,0.9156,3
0.02421,0.4223,-45.9,-1.069,0.9386,3
0.02917,0.4568,-57.98,-3.491,0.9148,3
0.0335,0.4802,-50.62,-5.411,0.8745,3
0.0356,0.5015,-56.34,-8.236,0.8485,3
0.03481,0.481,-41.01,-5.523,0.8481,3
0.03242,0.4566,-32.89,-1.464,0.9073,3
0.02715,0.4297,-31.31,-0.4774,0.9288,3
0.0317,0.46,-41.97,-1.908,0.9166,3
0.03522,0.4766,-37.58,-3.108,0.8831,3
0.03741,0.5102,-52.9,-8.304,0.8395,3
0.1387,0.812,-11.02,-6.166,0.5955,3
0.03672,0.4796,-34.34,-1.801,0.9029,3
0.02821,0.4458,-46.9,-0.9775,0.9415,3
0.03083,0.4605,-50.96,-2.236,0.9246,3
0.03995,0.5088,-45.65,-4.706,0.8743,3
0.03665,0.4986,-51.31,-5.758,0.8709,3
0.0404,0.5133,-46.11,-5.277,0.8662,3
0.0381,0.4892,-38.35,-2.368,0.9001,3
0.0297,0.4432,-27.74,-0.2073,0.9287,3
0.08655,0.74,-24.58,-21.71,0.5189,3
0.1053,0.7669,-14.21,-11.51,0.5297,3
0.1266,0.8003,-8.521,-5.768,0.5507,3
0.1217,0.7872,-10.96,-6.432,0.5866,3
0.1026,0.7582,-15.68,-10.92,0.5636,3
0.03003,0.4479,-34.39,-0.6838,0.9295,3
0.1029,0.764,-17.47,-13.12,0.5498,3
0.03425,0.4852,-50.84,-5.696,0.8707,3
0.04124,0.5207,-42.48,-6.574,0.8353,3
0.03913,0.5045,-38.49,-5.693,0.837,3
0.03727,0.485,-34.81,-2.955,0.8785,3
0.03263,0.4579,-31.48,-0.8515,0.9193,3
0.033,0.4588,-30.54,-0.8676,0.9167,3
0.1197,0.7918,-11.75,-8.852,0.5402,3
0.1251,0.7985,-9.113,-6.388,0.5466,3
0.1171,0.786,-11.23,-8.383,0.5408,3
0.04065,0.4906,-25.94,-1.116,0.8963,3
0.03296,0.4609,-32.37,-0.497,0.9304,3
0.03322,0.4729,-52.35,-2.684,0.9193,3
0.1173,0.783,-7.997,-6.396,0.5173,3
0.1201,0.7848,-6.896,-4.867,0.5348,3
0.1149,0.7708,-6.5,-4.642,0.5303,3
0.09559,0.7348,-14.2,-9.132,0.5773,3
0.0844,0.7111,-18.69,-11.83,0.5874,3
0.0808,0.702,-19.2,-12.61,0.5804,3
0.09911,0.7345,-10.04,-6.452,0.5663,3
0.1014,0.7385,-8.881,-5.858,0.557,3
0.09521,0.7267,-10.59,-7.352,0.5535,3
0.08699,0.7062,-14.14,-8.436,0.5919,3
0.09431,0.7224,-15.19,-7.456,0.6313,3
0.1033,0.7392,-10.41,-5.279,0.6105,3
0.03751,0.4944,-41.74,-4.376,0.8702,3
0.03988,0.4931,-29.1,-2.763,0.8634,3
0.1099,0.7552,-6.549,-4.242,0.5474,3
0.09951,0.7429,-12.49,-8.296,0.5672,3
0.08929,0.727,-18.31,-12.23,0.5757,3
0.09315,0.7368,-15.91,-11.84,0.5499,3
0.09833,0.742,-11.24,-9.06,0.5252,3
0.09832,0.737,-9.165,-7.962,0.505,3
0.09608,0.7325,-10.62,-8.245,0.5314,3
0.0914,0.7224,-12.03,-9.257,0.5365,3
0.08888,0.7203,-16.99,-10.55,0.5891,3
0.02986,0.4375,-27.26,-0.7656,0.9109,3
0.1034,0.7371,-7.026,-4.387,0.5569,3
0.1043,0.7389,-5.945,-4.324,0.5234,3
0.09355,0.7112,-7.636,-5.488,0.5356,3
0.08389,0.6931,-10.62,-8.592,0.5231,3
0.07424,0.6711,-14.19,-11.87,0.5226,3
0.07381,0.666,-12.64,-11.64,0.4999,3
0.07566,0.6591,-10.16,-8.272,0.5207,3
0.0747,0.6422,-7.623,-6.382,0.5071,3
0.07492,0.6524,-9.054,-7.948,0.5026,3
0.03313,0.4204,-14.71,-2.254,0.7869,3
0.02652,0.3858,-20.03,-2.248,0.832,3
